	Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
48	48	49	อนุพันธ์ของ N-Substituted of -3,7-diazabicyclo[3.30] octanes และฤทธิ์ชีววิทยา	2552	รองศาสตราจารย์ ดร.กิตติ  อมรรักษา	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนวิจัยทั่วไป		['อนุพันธ์', 'ของ', ' ', 'N', '-', 'Substituted', ' ', 'of', ' ', '-', '3', ',', '7', '-', 'diazabicyclo', '[', '3', '.', '30', ']', ' ', 'octanes', ' ', 'และ', 'ฤทธิ์', 'ชีววิทยา']
49	49	50	การผลิตน้ำใบตำลึงผงโดยการทำแห้งแบบเยือกแข็ง	2552	นายเศรษฐการ  นุชนิยม	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนวิจัยทั่วไป		['การ', 'ผลิต', 'น้ำ', 'ใบ', 'ตำลึง', 'ผง', 'โดย', 'การ', 'ทำ', 'แห้ง', 'แบบ', 'เยือกแข็ง']
50	50	51	การใช้เวลาว่างเพื่อพัฒนาคุณภาพชีวิตของบุคลากรสายสนับสนุนวิชาการในมหาวิทยาลัยธรรมศาสตร์	2552	นางรื่นฤดี  ชัยอำมาตย์	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนวิจัยทั่วไป		['การ', 'ใช้', 'เวลา', 'ว่าง', 'เพื่อ', 'พัฒนา', 'คุณภาพ', 'ชีวิต', 'ของ', 'บุคลากร', 'สาย', 'สนับสนุน', 'วิชาการ', 'ใน', 'มหาวิทยาลัยธรรมศาสตร์']
51	51	52	ระบบรักษาความปลอดภัยในระบบเครือข่ายเซ็นเซอร์ไร้สาย	2552	อาจารย์ ดร.ปิยะ  เตชะธีราวัฒน์	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['ระบบ', 'รักษา', 'ความ', 'ปลอด', 'ภัย', 'ใน', 'ระบบ', 'เครือข่ายเซ็นเซอร์', 'ไร้สาย']
52	52	53	ผลกระทบของค่า  pH  ต่อประสิทธิภาพในการล้างตะกรันที่เกิดจากการพาสเจอร์ไรส์น้ำกะทิ	2552	อาจารย์ ดร.ภณิดา  ซ้ายขวัญ	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['ผล', 'กระทบ', 'ของ', 'ค่า', ' ', ' ', 'pH', ' ', ' ', 'ต่อ', 'ประสิทธิภาพ', 'ใน', 'การ', 'ล้าง', 'ตะกรัน', 'ที่', 'เกิด', 'จาก', 'การ', 'พาสเจอร์ไรส์', 'น้ำ', 'กะทิ']
53	53	54	แบบจำลอง  GEV  สำหรับการวิเคราะห์ความถี่ของอุทกภัยแบบลุ่มน้ำรวมในประเทศไทย	2552	รองศาสตราจารย์ ดร.ชวลิต  ชาลีรักษ์ตระกูล	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['แบบ', 'จำลอง', ' ', ' ', 'GEV', ' ', ' ', 'สำหรับ', 'การ', 'วิเคราะห์', 'ความ', 'ถี่', 'ของ', 'อุทกภัย', 'แบบ', 'ลุ่ม', 'น้ำ', 'รวม', 'ใน', 'ประเทศไทย']
54	54	55	การสำรวจคุณลักษณะบริเวณที่ตั้งของชั้นดินในกรุงเทพมหานครและจังหวัดกาญจนบุรีโดยการตรวจวัด  Microtremor   แบบหลายตำแหน่ง	2552	รองศาสตราจารย์ ดร.นคร  ภู่วโรดม	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['การ', 'สำรวจ', 'คุณลักษณะ', 'บริเวณ', 'ที่', 'ตั้ง', 'ของ', 'ชั้น', 'ดิน', 'ใน', 'กรุงเทพมหานคร', 'และ', 'จังหวัดกาญจนบุรี', 'โดย', 'การ', 'ตรวจ', 'วัด', ' ', ' ', 'Microtremor', ' ', ' ', ' ', 'แบบ', 'หลาย', 'ตำแหน่ง']
55	55	56	การพัฒนาระบบควบคุมการสั่นสะเทือนความถี่สูงในเบรคแบบจานด้วยวิธีแบบแอคทีฟ	2552	ผู้ช่วยศาสตราจารย์ ดร.ธีระ  เจียศิริพงษ์กุล	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['การ', 'พัฒนา', 'ระบบ', 'ควบคุม', 'การ', 'สั่น', 'สะเทือน', 'ความ', 'ถี่', 'สูง', 'ใน', 'เบรค', 'แบบ', 'จาน', 'ด้วย', 'วิธี', 'แบบ', 'แอคทีฟ']
56	56	57	การใช้คอมพิวเตอร์ช่วยจำลองการรักษาเซลล์มะเร็งตับโดยใช้คลื่นไมโครเวฟผ่านท่อ  Antenna	2552	รองศาสตราจารย์ ดร.ผดุงศักดิ์  รัตนเดโช 	คณะวิศวกรรมศาสตร์	ทุนวิจัยทั่วไป		['การ', 'ใช้', 'คอมพิวเตอร์', 'ช่วย', 'จำลอง', 'การ', 'รักษา', 'เซลล์', 'มะเร็ง', 'ตับ', 'โดย', 'ใช้', 'คลื่นไมโครเวฟ', 'ผ่าน', 'ท่อ', ' ', ' ', 'Antenna']
57	57	58	การออกแบบตัวกรองสัญญาณนอรท์ชหลายความถี่ที่เหมาะสม และมีค่าสัมประสิทธิ์คุณภาพสูง	2552	ผู้ช่วยศาสตราจารย์ ดร.ชาลี  เจริญลาภนพรัตน์	สถาบันเทคโนโลยีนานาชาติสิรินธร	ทุนวิจัยทั่วไป		['การ', 'ออก', 'แบบ', 'ตัว', 'กรอง', 'สัญญาณ', 'นอรท์ชหลาย', 'ความ', 'ถี่', 'ที่', 'เหมาะสม', ' ', 'และ', 'มี', 'ค่า', 'สัมประสิทธิ์', 'คุณภาพ', 'สูง']
58	58	59	ความสามารถของแบบประเมินคุณภาพชีวิต PedqlTM ในเด็กไทย	2552	รองศาสตราจารย์ นายแพทย์ ภาสกร  ศรีทิพย์สุโข	คณะแพทยศาสตร์	ทุนวิจัยทั่วไป		['ความ', 'สามารถ', 'ของ', 'แบบ', 'ประเมิน', 'คุณภาพ', 'ชีวิต', ' ', 'PedqlTM', ' ', 'ใน', 'เด็ก', 'ไทย']
59	59	60	การตรวจคัดกรองภาวะกระดูกพรุนในสตรีวัยหมดระดูโดยใช้ดัชนีมวลกาย ร่วมกับคะแนน OSTA	2552	ผู้ช่วยศาสตราจารย์ นายแพทย์ พิศิษฐ  วัฒนเรืองโกวิท	คณะแพทยศาสตร์	ทุนวิจัยทั่วไป		['การ', 'ตรวจ', 'คัดกรอง', 'ภาวะ', 'กระดูก', 'พรุน', 'ใน', 'สตรี', 'วัย', 'หมด', 'ระดู', 'โดย', 'ใช้', 'ดัชนี', 'มวล', 'กาย', ' ', 'ร่วม', 'กับ', 'คะแนน', ' ', 'OSTA']
