Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
42	43	"การออกแบบและสร้างอุปกรณ์ขนาดพกพาสำหรับติดตาม
คุณภาพบางพารามิเตอร์ที่สำคัญในแหล่งน้ำธรรมชาติ"	2555	นภาพร  ยังวิเศษ	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ออก', 'แบบ', 'และ', 'สร้าง', 'อุปกรณ์', 'ขนาด', 'พก', 'พา', 'สำหรับ', 'ติด', 'ตาม', '\r\n', 'คุณภาพ', 'บาง', 'พารามิเตอร์', 'ที่', 'สำคัญ', 'ใน', 'แหล่ง', 'น้ำ', 'ธรรมชาติ']
43	44	"การพัฒนาเครื่องหมาย SSRs และการประเมินประสิทธิภาพ
เพื่อการวิเคราะห์จีโนไทป์และสร้างแผนที่ในสบู่ดำ
(Jatro curcas Linn)"	2555	กิตติพัฒน์  อุโฆษกิจ	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'พัฒนา', 'เครื่องหมาย', ' ', 'SSRs', ' ', 'และ', 'การ', 'ประเมิน', 'ประสิทธิภาพ', '\r\n', 'เพื่อ', 'การ', 'วิเคราะห์', 'จีโนไทป์', 'และ', 'สร้าง', 'แผนที่', 'ใน', 'สบู่ดำ\r\n', '(', 'Jatro curcas', ' ', 'Linn', ')']
44	45	"การผลิตยางโปรตีนต่ำจากหางน้ำยางธรรมชาติโดยการสกัด
โปรตีนในแบบกะและแบบต่อเนื่อง"	2555	ภาณุ  ด่านวานิชกุล	คณะวิศวกรรมศาสตร์			['การ', 'ผลิต', 'ยาง', 'โปรตีน', 'ต่ำ', 'จาก', 'หางน้ำ', 'ยาง', 'ธรรมชาติ', 'โดย', 'การ', 'สกัด', '\r\n', 'โปรตีน', 'ใน', 'แบบ', 'กะ', 'และ', 'แบบ', 'ต่อเนื่อง']
45	46	"การพัฒนาเรซิ่นแลกเปลี่ยนประจุลบจากยางรถยนต์ใช้แล้ว
เพื่อใช้บำบัดน้ำปนเปื้อนฟลูออไรด์"	2555	สุพิชชา  รุ่งโรจน์นิมิตรชัย	คณะวิศวกรรมศาสตร์			['การ', 'พัฒนา', 'เรซิ่น', 'แลกเปลี่ยน', 'ประจุ', 'ลบ', 'จาก', 'ยาง', 'รถ', 'ยนต์', 'ใช้', 'แล้ว', '\r\n', 'เพื่อ', 'ใช้', 'บำบัด', 'น้ำ', 'ปนเปื้อน', 'ฟลูออไรด์']
46	47	"การศึกษาสมุนไพรไทยในการรักษาโรคเอดส์เพื่อพัฒนา
เป็นยาอุตสาหกรรม  โครงการสารสกัดสมุนไพรผสม 3 ชนิด
4 ชนิด 5 ชนิด และ 8 ชนิด"	2555	สมบูรณ์  เกียรตินันทน์	คณะแพทยศาสตร์			['การ', 'ศึกษา', 'สมุนไพร', 'ไทย', 'ใน', 'การ', 'รักษา', 'โรค', 'เอดส์', 'เพื่อพัฒนา', '\r\n', 'เป็น', 'ยา', 'อุตสาหกรรม', ' ', ' ', 'โครงการ', 'สารสกัด', 'สมุนไพร', 'ผสม', ' ', '3', ' ', 'ชนิด', '\r\n', '4', ' ', 'ชนิด', ' ', '5', ' ', 'ชนิด', ' ', 'และ', ' ', '8', ' ', 'ชนิด']
47	48	"การแสดงออกของยีนเกี่ยวกับการเพิ่มจำนวนและการรุกล้ำของเซลล์เนื้องอกจากการกระตุ้นของเซลล์สร้างเส้นใยจาก
สโตรมาของอะมีโลบลาสโตมาในแบบจำลองเพาะเลี้ยงเซลล์สามมิติ"	2555	ยสนันท์  จันทรเวคิน	คณะทันตแพทยศาสตร์			['การ', 'แสดง', 'ออก', 'ของ', 'ยีน', 'เกี่ยว', 'กับ', 'การ', 'เพิ่ม', 'จำนวน', 'และ', 'การ', 'รุกล้ำ', 'ของ', 'เซลล์', 'เนื้อ', 'งอก', 'จาก', 'การ', 'กระตุ้น', 'ของ', 'เซลล์', 'สร้าง', 'เส้นใย', 'จาก', '\r\n', 'สโตร', 'มา', 'ของ', 'อะมี', 'โลบลาสโต', 'มา', 'ใน', 'แบบ', 'จำลอง', 'เพาะ', 'เลี้ยง', 'เซลล์', 'สาม', 'มิติ']
48	49	"โครงการวิจัยและพัฒนาหุ่นยนต์เพื่อช่วยในการฝึกเดินด้วย
การช่วยพยุงน้ำหนักบางส่วนในผู้ป่วยโรคหลอดเลือดสมอง"	2555	พัชรี  คุณค้ำชู	คณะสหเวชศาสตร์			['โครงการวิจัย', 'และ', 'พัฒนา', 'หุ่นยนต์', 'เพื่อ', 'ช่วย', 'ใน', 'การ', 'ฝึก', 'เดิน', 'ด้วย', '\r\n', 'การ', 'ช่วย', 'พยุง', 'น้ำหนัก', 'บาง', 'ส่วน', 'ใน', 'ผู้', 'ป่วย', 'โรค', 'หลอด', 'เลือด', 'สมอง']
49	50	"การสำรวจจีโนไทป์และชนิดปัจจัยการก่อโรคของเชื้อ
สเตร็บโตค็อกคัสซูอิส  ที่เพาะแยกได้ในประเทศไทย"	2555	พจนีย์  ศรีมาโนชญ์	คณะสหเวชศาสตร์			['การ', 'สำรวจ', 'จีโนไทป์', 'และ', 'ชนิด', 'ปัจจัย', 'การ', 'ก่อ', 'โรค', 'ของ', 'เชื้อ', '\r\n', 'สเตร็บ', 'โตค็อกคัสซูอิส', ' ', ' ', 'ที่', 'เพาะ', 'แยก', 'ได้', 'ใน', 'ประเทศไทย']
50	51	"การศึกษาคุณสมบัติในการปรับภูมิคุ้มกัน 
(immunomodulatory properties) ของโปปรตีน Stefin-1
ของพยาธิใบไม้ตับชนิด Fasciola gigantica ในหนูทดลอง
ที่ติดเชื้อพยาธิในระยะเริ่มแรก"	2555	ฮานส์ รูดี กรามส์	คณะสหเวชศาสตร์			['การ', 'ศึกษา', 'คุณสมบัติ', 'ใน', 'การ', 'ปรับ', 'ภูมิคุ้มกัน', ' ', '\r\n', '(', 'immunomodulatory', ' ', 'properties', ')', ' ', 'ของ', 'โปปรตีน', ' ', 'Stefin', '-', '1', '\r\n', 'ของ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Fasciola gigantica', ' ', 'ใน', 'หนูทดลอง', '\r\n', 'ที่', 'ติด', 'เชื้อ', 'พยาธิ', 'ใน', 'ระยะ', 'เริ่ม', 'แรก']
51	52	"การพัฒนาชุดทดสอบอิมมิวโนโครมาโตกราฟฟีชนิดแผ่น
สำหรับการตรวจหาเชื้อวิบริโอ พาราฮีโมไลติคัสและเชื้อ
วิบริโอ อัลจิโนไลติคัส"	2555	ผ่องศรี  ทองทวี	คณะสหเวชศาสตร์			['การ', 'พัฒนา', 'ชุด', 'ทดสอบ', 'อิมมิวโนโครมา', 'โตกราฟฟีชนิด', 'แผ่น', '\r\n', 'สำหรับ', 'การ', 'ตรวจ', 'หา', 'เชื้อ', 'วิบริโอ ', 'พาราฮีโมไลติคัส', 'และเชื้อ', '\r\n', 'วิบริโอ อัลจิโนไลติคัส']
