	Unnamed: 0	Unnamed: 0.1	id	title	authors	publication	publish_date	publish_year	publish_month	type_id	doi	tokenized_title	year
53	53	53	54	การจัดการปัญหาการขนส่งรถยนต์สำเร็จรุปด้วยรถขนส่งหลายชนิดโดยระเบียบวิธีพาร์ทิเคิลสวอร์มออปติไมเซชัน	ชนวีร์  เภากัน และ สวัสดิ์  ภาระราช	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	 26 เมษายน 2555			1		['การ', 'จัดการ', 'ปัญหา', 'การ', 'ขนส่ง', 'รถ', 'ยนต์', 'สำเร็จรุป', 'ด้วย', 'รถ', 'ขนส่ง', 'หลาย', 'ชนิด', 'โดย', 'ระเบียบ', 'วิธี', 'พาร์ทิเคิลสวอร์มออปติไมเซชัน']	2555.0
54	54	54	55	การประยุกต์ฮิวริสติกอัลกอริทึมในการจัดตารางการผลิตในอุตสาหกรรมฮาร์ดดิสก์ไดร์ฟ	พิลรดา ปิ่นทอง และ วุฒิชัย วงษ์ทัศนีย์กร	KKU Engineering Journal 39(2): 173-179	April-June 2012			1		['การ', 'ประยุกต์ฮิวริสติก', 'อัลกอริทึม', 'ใน', 'การ', 'จัดตา', 'ราง', 'การ', 'ผลิต', 'ใน', 'อุตสาหกรรม', 'ฮาร์ดดิสก์ไดร์ฟ']	2555.0
55	55	55	56	การปรับปรุงประสิทธิภาพของกระบวนการผลิตแผงวงจรไฟฟ้าชนิดอ่อน	จิรวรรณ  คล้อยภยันต์ และ วิชชุวรรณ  ประสมสิน	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	   26 เมษายน 2555			1		['การ', 'ปรับปรุง', 'ประสิทธิภาพ', 'ของ', 'กระบวน', 'การ', 'ผลิต', 'แผง', 'วงจร', 'ไฟฟ้า', 'ชนิด', 'อ่อน']	2555.0
56	56	56	57	การปรับปรุงสถานีงานตรวจสอบคุณภาพแบบถ่ายภาพลาวงจรอิเล็กทรอนิคส์ โดยใช้หลักการยศาสตร์ กรณีศึกษาในโรงงานผลิตแผ่นวงจรไฟฟ้าชนิดอ่อน	วิรัลพัชร  ศิรกิตติวรพงษ์, จิรวรรณ  คล้อยภยันต์ และ นริศ  เจริญพร	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	   26 เมษายน 2555			1		['การ', 'ปรับปรุง', 'สถานีงาน', 'ตรวจสอบ', 'คุณภาพ', 'แบบ', 'ถ่าย', 'ภาพ', 'ลา', 'วงจร', 'อิเล็กทรอนิคส์', ' ', 'โดย', 'ใช้', 'หลัก', 'การ', 'ยศาสตร์', ' ', 'กรณี', 'ศึกษา', 'ใน', 'โรง', 'งาน', 'ผลิต', 'แผ่น', 'วง', 'จร', 'ไฟฟ้า', 'ชนิด', 'อ่อน']	2555.0
57	57	57	58	การวางแผนการผลิตเพื่อประกอบตามคำสั่งโดยใช้โปรแกรมแบบพอสสิบิลิสติก	สุดาธร  ศรีสอาด และ บุษบา  พฤกษาพันธุ์รัตน์	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	 26 เมษายน 2555			1		['การ', 'วาง', 'แผน', 'การ', 'ผลิต', 'เพื่อ', 'ประกอบ', 'ตาม', 'คำ', 'สั่ง', 'โดย', 'ใช้', 'โปรแกรม', 'แบบ', 'พอสสิบิลิสติก']	2555.0
58	58	58	59	การศึกษาความแข็งแรงการดัดโค้งของเหล็กกล้าไร้สนิม 304L ที่ผ่านการกัดอาค์คไฟฟ้าโดยใช้อิเล็กโตรดทองแดง ทองเหลือง และกราไฟต์	วราภรณ์ พรมฝ่าย, อภิวัฒน์ มุตตามระ และ พิชัย จันทร์มณี	วารสารเทคโนโลยีอุตสาหกรรม มหาวิทยาลัยราชภัฎอุตรดิตถ์ ปีที่ 5	 มกราคม - ธันวาคม 2555			1		['การ', 'ศึกษา', 'ความ', 'แข็งแรง', 'การ', 'ดัดโค้ง', 'ของ', 'เหล็ก', 'กล้า', 'ไร้', 'สนิม', ' ', '304', 'L', ' ', 'ที่', 'ผ่าน', 'การ', 'กัด', 'อาค์', 'คไฟฟ้า', 'โดย', 'ใช้', 'อิเล็กโตรดทองแดง', ' ', 'ทองเหลือง', ' ', 'และ', 'กราไฟต์']	2555.0
59	59	59	60	การศึกษาปัจจัยที่มีผลต่อความผิดพลาดในการวัดของหัววัดด้วยเครื่องวัดสามมิติ	ศิริศักดิ์  ขลิบเงิน และ จิรวรรณ  คล้อยภยันต์	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	   26 เมษายน 2555			1		['การ', 'ศึกษา', 'ปัจจัย', 'ที่', 'มี', 'ผล', 'ต่อ', 'ความ', 'ผิดพลาด', 'ใน', 'การ', 'วัด', 'ของ', 'หัว', 'วัด', 'ด้วย', 'เครื่อง', 'วัด', 'สามมิติ']	2555.0
60	60	60	61	การหาค่าความหยาบผิวที่เหมาะสมในกระบวนการกัดโลหะด้วยไฟฟ้าด้วยโครงข่ายประสาทเทียม	จิรวรรณ  คล้อยภยันต์, วุฒิชัย  วงษ์ทัศนีย์กร และ จุราพรรณ  ทองขัน	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	   26 เมษายน 2555			1		['การ', 'หา', 'ค่า', 'ความ', 'หยาบ', 'ผิว', 'ที่', 'เหมาะสม', 'ใน', 'กระบวน', 'การ', 'กัด', 'โลหะ', 'ด้วย', 'ไฟฟ้า', 'ด้วย', 'โครง', 'ข่าย', 'ประสาท', 'เทียม']	2555.0
61	61	61	62	การหาปัจจัยและค่าที่เหมาะสมในกระบวนการขัดร่องนำบอลของวงแหวนชั้นในด้วยวิธีการออกแบบการทดลอง	เยาวนา  เจริญพร และ จิรรัตน์  ธีระวราพฤกษ์	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	 26 เมษายน 2555			1		['การ', 'หา', 'ปัจจัย', 'และ', 'ค่า', 'ที่', 'เหมาะสม', 'ใน', 'กระบวน', 'การ', 'ขัด', 'ร่อง', 'นำ', 'บอล', 'ของ', 'วง', 'แหวน', 'ชั้น', 'ใน', 'ด้วย', 'วิธี', 'การ', 'ออก', 'แบบ', 'การ', 'ทดลอง']	2555.0
62	62	62	63	ต้นทุนโซ่อุปทานของปลาสัมฟัก : กรณีศึกษา OTOP อำเภอบ้านหมี่ จังหวัดลพบุรี	สุทธิวรรณ สังวร  และ จิรรัตน์  ธีระวราพฤกษ์	วารสารบริหารธุรกิจเทคโนโลยีมหานคร ปีที่ 9 ฉบบที่ 1	 มกราคม - มิถุนาย 2555			1		['ต้นทุน', 'โซ่', 'อุปทาน', 'ของ', 'ปลาสัมฟัก', ' ', ':', ' ', 'กรณี', 'ศึกษา', ' ', 'OTOP', ' ', 'อำเภอบ้านหมี่', ' ', 'จังหวัดลพบุรี']	2555.0
63	63	63	64	ตัวแบบการตัดสินใจเลือกตำแหน่งโรงงานแปรรูปชีวมวลโดยอิงตามโซ่อุปทาน	พรชัย  หงส์วัฒนกุล และ บุษบา  พฤกษาพันธุ์รัตน์	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	 26 เมษายน 2555			1		['ตัว', 'แบบ', 'การ', 'ตัดสินใจ', 'เลือก', 'ตำแหน่ง', 'โรง', 'งาน', 'แปร', 'รูป', 'ชีวมวล', 'โดย', 'อิง', 'ตาม', 'โซ่', 'อุปทาน']	2555.0
64	64	64	65	ตัวแบบโดยรวมในการเลือกตำแหน่งที่ตั้ง การกระจายสินค้า และการลงทุนในศูนย์กระจายสินค้าแห่งใหม่	จักรพรรดิ  เชื้อนิล และ บุษบา  พฤกษาพันธุ์รัตน์	การประชุมวิชาการด้านการพัฒนาการดำเนินงานทางอุตสาหกรรมแห่งชาติ ครั้งที่ 3 (CIOD 2012)	 26 เมษายน 2555			1		['ตัว', 'แบบ', 'โดย', 'รวม', 'ใน', 'การ', 'เลือก', 'ตำแหน่ง', 'ที่', 'ตั้ง', ' ', 'การ', 'กระจาย', 'สินค้า', ' ', 'และ', 'การ', 'ลง', 'ทุน', 'ใน', 'ศูนย์', 'กระจาย', 'สินค้า', 'แห่ง', 'ใหม่']	2555.0
65	65	65	66	The Moderator Effects of ISO/TS16949 Certification in Thailand Automotive Industry 	Norhayati Zakuan, Sha’ri Mohd Yusof, Muhamad Zameri Mat Saman, Awaluddin Mohd Shaharoun, Tritos Laosirihongthong	Procedia - Social and Behavioral Sciences, Volume 40, 2012, Pages 141-145 www.sciencedirect.com	2012			1		['The', ' ', 'Moderator', ' ', 'Effects', ' ', 'of', ' ', 'ISO/', 'TS', '16949 ', 'Certification', ' ', 'in', ' ', 'Thailand', ' ', 'Automotive', ' ', 'Industry', ' ']	2555.0
66	66	66	67	คุณสมบัติของชั้นดินบริเวณที่ตั้งในจังหวัดเชียงใหม่เพื่อการประเมินความรุนแรงจากแผ่นดินไหว	รศ.ดร.นคร  ภู่วโรดม	การประชุมวิชาการวิศวกรรมโยธาแห่งชาติครั้งที่ 17 	9-11 พ.ค.55 			1		['คุณสมบัติ', 'ของ', 'ชั้น', 'ดิน', 'บริเวณ', 'ที่', 'ตั้ง', 'ใน', 'จังหวัดเชียงใหม่', 'เพื่อ', 'การ', 'ประเมิน', 'ความ', 'รุนแรง', 'จาก', 'แผ่นดิน', 'ไหว']	9999.0
67	67	67	68	การศึกษาความเร็วลมเฉพาะที่ของบริเวณโดยรอบอาคาร	ผศ.ดร.นเรศ ลิมสัมพันธ์เจริญ	การประชุมวิชาการวิศวกรรมโยธาแห่งชาติครั้งที่ 17 	9-11 พ.ค.55 			1		['การ', 'ศึกษา', 'ความ', 'เร็ว', 'ลม', 'เฉพาะ', 'ที่', 'ของ', 'บริเวณ', 'โดย', 'รอบ', 'อาคาร']	9999.0
68	68	68	69	การเปรียบเทียบสเปกตรัมแรงลมในทิศตามลมระหว่าง มยผ.1311-50 และผลการทดสอบในอุโมงค์ลม	ผศ.ดร.นเรศ ลิมสัมพันธ์เจริญ	การประชุมวิชาการวิศวกรรมโยธาแห่งชาติครั้งที่ 17 	9-11 พ.ค.55 			1		['การ', 'เปรียบเทียบ', 'สเปกตรัมแรง', 'ลม', 'ใน', 'ทิศ', 'ตาม', 'ลม', 'ระหว่าง', ' ', 'มยผ.', '1311', '-', '50', ' ', 'และ', 'ผล', 'การ', 'ทดสอบ', 'ใน', 'อุโมงค์ลม']	9999.0
69	69	69	70	ค่าปรับแก้สำหรับแรงลมและการตอบสนองในทิศทางตามลมของอาคารที่มีโหมดรูปร่างแบบ-ไร้เชิงเส้น	ผศ.ดร.นเรศ ลิมสัมพันธ์เจริญ	การประชุมวิชาการวิศวกรรมโยธาแห่งชาติครั้งที่ 17 	9-11 พ.ค.55 			1		['ค่า', 'ปรับ', 'แก้', 'สำหรับ', 'แรง', 'ลม', 'และ', 'การ', 'ตอบสนอง', 'ใน', 'ทิศทาง', 'ตาม', 'ลม', 'ของ', 'อาคาร', 'ที่', 'มี', 'โหมด', 'รูปร่าง', 'แบบ', '-', 'ไร้', 'เชิง', 'เส้น']	9999.0
70	70	70	71	ค่าประกอบการกระโชกของแรงลมสำหรับโครงสร้างป้าย	ผศ.ดร.นเรศ ลิมสัมพันธ์เจริญ	การประชุมวิชาการวิศวกรรมโยธาแห่งชาติครั้งที่ 17 	9-11 พ.ค.55 			1		['ค่า', 'ประกอบ', 'การ', 'กระโชก', 'ของ', 'แรง', 'ลม', 'สำหรับ', 'โครงสร้าง', 'ป้าย']	9999.0
71	71	71	72	Fuzzy Logic Modeling Approach for Risk Area Assessment for Hazardous Materials Transportation	รศ.ดร.บุญทรัพย์      วิชญางกูร	2012 American Transactions on Engineering & Applied Scieces	B128-Jan-12			1		['Fuzzy', ' ', 'Logic', ' ', 'Modeling', ' ', 'Approach', ' ', 'for', ' ', 'Risk', ' ', 'Area', ' ', 'Assessment', ' ', 'for', ' Hazardous Materials', ' ', 'Transportation']	9999.0
