	Unnamed: 0	id	name	year	start_date	end_date	status	title	first_name	last_name	granter	tokenized_title
46	46	47	ยกร่างกฎกระทรวง ระเบียบ และจัดระบบงานเพื่อสนับสนุนการบังคับใช้พระราชบัญญัติคุ้มครองผู้กระทำด้วยความรุนแรงในครอบครัว พ.ศ.2550	2550	7/27/2007	11/23/2007	ปิดโครงการ	รองศาสตราจารย์	ณรงค์	ใจหาญ	สำนักงานกิจการสตรีและสถาบันครอบครัว	['ยก', 'ร่างกฎ', 'กระทรวง', ' ', 'ระเบียบ', ' ', 'และ', 'จัด', 'ระบบ', 'งาน', 'เพื่อ', 'สนับสนุน', 'การ', 'บังคับ', 'ใช้', 'พระราชบัญญัติ', 'คุ้มครอง', 'ผู้', 'กระทำ', 'ด้วย', 'ความ', 'รุนแรง', 'ใน', 'ครอบครัว', ' ', 'พ.ศ.', '2550']
47	47	48	ปรับปรุงหลักเกณฑ์ เงื่อนไข และระเบียบคณะกรรมการสิ่งแวดล้อมแห่งชาติ และระเบียบคณะกรรมการกองทุนสิ่งแวดล้อมที่เกี่ยวข้อง	2550	1/16/2007	5/30/2009	ปิดโครงการ	รองศาสตราจารย์	ณรงค์	ใจหาญ	สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม	['ปรับปรุง', 'หลักเกณฑ์', ' ', 'เงื่อนไข', ' ', 'และ', 'ระเบียบ', 'คณะกรรมการสิ่งแวดล้อมแห่ง', 'ชาติ', ' ', 'และ', 'ระเบียบ', 'คณะ', 'กรรมการกองทุนสิ่งแวดล้อม', 'ที่', 'เกี่ยวข้อง']
48	48	49	พัฒนาดัชนีชี้วัดเบื้องต้นเพื่อใช้ในการประเมินผลโครงการพัฒนาฟื้นฟูคุณภาพชีวิตและพื้นที่ต้นน้ำน้ำหนาวจังหวัดเพชรบูรณ์	2550	9/13/2007	9/28/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ณัฏฐา	หังสพฤกษ์	กรมกิจการพลเรือนทหาร	['พัฒนา', 'ดัชนี', 'ชี้', 'วัด', 'เบื้อง', 'ต้น', 'เพื่อ', 'ใช้', 'ใน', 'การ', 'ประเมิน', 'ผล', 'โครงการ', 'พัฒนา', 'ฟื้นฟู', 'คุณภาพ', 'ชีวิต', 'และ', 'พื้นที่', 'ต้น', 'น้ำ', 'น้ำหนาว', 'จังหวัดเพชรบูรณ์']
49	49	50	วิจัยการวิเคราะห์แนวทางพัฒนาประสิทธิภาพการดำเนินงานด้านโลจิสติกส์และโซ่อุปทาน สำหรับผู้ประกอบการ SMEs ในพื้นที่จังหวัดปทุมธานี	2550	11/1/2007	10/31/2009	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	ดนุพันธ์	วิสุวรรณ	สำนักงานคณะกรรมการการอุดมศึกษา	['วิจัย', 'การ', 'วิเคราะห์', 'แนวทาง', 'พัฒนา', 'ประสิทธิภาพ', 'การ', 'ดำเนิน', 'งาน', 'ด้าน', 'โลจิสติกส์', 'และ', 'โซ่อุปทาน', ' ', 'สำหรับ', 'ผู้', 'ประกอบ', 'การ', ' ', 'SMEs', ' ', 'ใน', 'พื้นที่', 'จังหวัดปทุมธานี']
50	50	51	ปรึกษาและวางมาตรฐานด้านเทคโนโลยีสำหรับการพัฒนาระบบสารสนเทศแบบ SOA	2550	4/1/2007	11/30/2007	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	ทรงศักดิ์	รองวิริยะพานิช	การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย	['ปรึกษา', 'และ', 'วาง', 'มาตรฐาน', 'ด้าน', 'เทคโนโลยี', 'สำหรับ', 'การ', 'พัฒนา', 'ระบบ', 'สารสนเทศ', 'แบบ', ' ', 'SOA']
51	51	52	จัดตั้งศูนย์ข้อมูลและจัดการความรู้ของสมาคมสันนิบาตเทศบาลแห่งประเทศไทย	2550	5/15/2007	5/15/2008	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	ทรงศักดิ์	รองวิริยะพานิช	สมาคมสันนิบาตเทศบาลแห่งประเทศไทย	['จัดตั้ง', 'ศูนย์', 'ข้อมูล', 'และ', 'จัดการ', 'ความ', 'รู้', 'ของ', 'สมาคมสันนิบาตเทศบาลแห่งประเทศไทย']
52	52	53	การพัฒนาโปรแกรมการประเมินโครงการโรงไฟฟ้าพลังน้ำขนาดเล็กแบบน้ำไหลผ่านในพื้นที่ลุ่มน้ำน่านโดยใช้ระบบสารสนเทศทางภูมิศาสตร์	2550	7/1/2007	12/31/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ทวีป	ชัยสมภพ	การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย	['การ', 'พัฒนา', 'โปรแกรม', 'การประเมิน', 'โครงการ', 'โรง', 'ไฟฟ้า', 'พลัง', 'น้ำ', 'ขนาด', 'เล็ก', 'แบบ', 'น้ำ', 'ไหล', 'ผ่าน', 'ใน', 'พื้นที่', 'ลุ่มน้ำ', 'น่าน', 'โดย', 'ใช้', 'ระบบ', 'สารสนเทศ', 'ทาง', 'ภูมิศาสตร์']
53	53	54	การพัฒนาเทคโนโลยีการหมักขยะอินทรีย์แบบใหม่โดยใช้ชุดถังหมักแบบพลิกกลับกองในตัว สำหรับชุมชนขนาดกลางและชุมชนขนาดเล็ก	2550	4/1/2007	9/30/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ทวีป	ชัยสมภพ	ศูนย์เทคโนโลยีโลหะและวัสดุแห่งชาติ	['การ', 'พัฒนา', 'เทคโนโลยี', 'การ', 'หมัก', 'ขยะ', 'อินทรีย์', 'แบบ', 'ใหม่', 'โดย', 'ใช้', 'ชุด', 'ถัง', 'หมัก', 'แบบ', 'พลิก', 'กลับ', 'กอง', 'ใน', 'ตัว', ' ', 'สำหรับ', 'ชุมชน', 'ขนาด', 'กลาง', 'และ', 'ชุมชน', 'ขนาด', 'เล็ก']
54	54	55	พัฒนาหลักสูตรอบรมเชิงปฏิบัติการ เรื่อง การผลิตและการใช้เตาหุงต้มประสิทธิภาพสูง (โครงการขยายผลแผนพลังงานชุมชน สนองพระราชดำริ เศรษฐกิจพอเพียง)	2550	7/5/2007	10/13/2007	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	ธนิท	เรืองรุ่งชัยกุล	สำนักงานปลัดกระทรวงพลังงาน	['พัฒนา', 'หลักสูตร', 'อบ', 'รม', 'เชิง', 'ปฏิบัติ', 'การ', ' ', 'เรื่อง', ' ', 'การ', 'ผลิต', 'และ', 'การ', 'ใช้', 'เตา', 'หุง', 'ต้ม', 'ประสิทธิภาพ', 'สูง', ' ', '(', 'โครงการ', 'ขยาย', 'ผล', 'แผน', 'พลังงาน', 'ชุมชน', ' ', 'สนอง', 'พระราชดำริ', ' ', 'เศรษฐกิจ', 'พอเพียง', ')']
55	55	56	พัฒนาหลักสูตรอบรมเชิงปฏิบัติการ เรื่อง การผลิตและการใช้น้ำมันเชื้อเพลิงจากน้ำมันพืช (โครงการขยายผลแผนพลังงานชุมชนสนองพระราชดำริ เศรษฐกิจพอเพียง)	2550	7/5/2007	10/13/2007	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	ธนิท	เรืองรุ่งชัยกุล	สำนักงานปลัดกระทรวงพลังงาน	['พัฒนา', 'หลักสูตร', 'อบ', 'รม', 'เชิง', 'ปฏิบัติ', 'การ', ' ', 'เรื่อง', ' ', 'การ', 'ผลิต', 'และ', 'การ', 'ใช้', 'น้ำมัน', 'เชื้อ', 'เพลิง', 'จาก', 'น้ำมัน', 'พืช', ' ', '(', 'โครงการ', 'ขยาย', 'ผล', 'แผน', 'พลังงาน', 'ชุมชนสนอง', 'พระราชดำริ', ' ', 'เศรษฐกิจ', 'พอเพียง', ')']
